"#% increased Attack Speed","공격 속도 #% 증가"
"{0}% increased Attack Speed","공격 속도 {0}% 증가"
"{0}% chance to Unnerve Enemies for 4 seconds on Hit","명중 시 {0}%의 확률로 4초 동안 적 낙담 유발"
"15% chance to Unnerve Enemies for 4 seconds on Hit","명중 시 15%의 확률로 4초 동안 적 낙담 유발"
"20% chance to Unnerve Enemies for 4 seconds on Hit","명중 시 20%의 확률로 4초 동안 적 낙담 유발"
"25% chance to Unnerve Enemies for 4 seconds on Hit","명중 시 25%의 확률로 4초 동안 적 낙담 유발"
"30% chance to Unnerve Enemies for 4 seconds on Hit","명중 시 30%의 확률로 4초 동안 적 낙담 유발"
"35% chance to Unnerve Enemies for 4 seconds on Hit","명중 시 35%의 확률로 4초 동안 적 낙담 유발"
"40% chance to Unnerve Enemies for 4 seconds on Hit","명중 시 40%의 확률로 4초 동안 적 낙담 유발"
"While a Unique Enemy is in your Presence, #% chance to Unnerve Enemies for 4 seconds on Hit","고유 적이 접근해 있는 동안, 명중 시 #%의 확률로 4초 동안 적 낙담 유발"
"While a Unique Enemy is in your Presence, {0}% chance to Unnerve Enemies for 4 seconds on Hit","고유 적이 접근해 있는 동안, 명중 시 {0}%의 확률로 4초 동안 적 낙담 유발"
"While a Unique Enemy is in your Presence, 45% chance to Unnerve Enemies for 4 seconds on Hit","고유 적이 접근해 있는 동안, 명중 시 45%의 확률로 4초 동안 적 낙담 유발"
"While a Unique Enemy is in your Presence, 50% chance to Unnerve Enemies for 4 seconds on Hit","고유 적이 접근해 있는 동안, 명중 시 50%의 확률로 4초 동안 적 낙담 유발"
"While a Unique Enemy is in your Presence, 55% chance to Unnerve Enemies for 4 seconds on Hit","고유 적이 접근해 있는 동안, 명중 시 55%의 확률로 4초 동안 적 낙담 유발"
"While a Unique Enemy is in your Presence, 60% chance to Unnerve Enemies for 4 seconds on Hit","고유 적이 접근해 있는 동안, 명중 시 60%의 확률로 4초 동안 적 낙담 유발"
"While a Unique Enemy is in your Presence, 65% chance to Unnerve Enemies for 4 seconds on Hit","고유 적이 접근해 있는 동안, 명중 시 65%의 확률로 4초 동안 적 낙담 유발"
"While a Unique Enemy is in your Presence, 70% chance to Unnerve Enemies for 4 seconds on Hit","고유 적이 접근해 있는 동안, 명중 시 70%의 확률로 4초 동안 적 낙담 유발"
"While a Pinnacle Atlas Boss is in your Presence, #% chance to Unnerve Enemies for 4 seconds on Hit","최종 아틀라스 보스가 접근해 있는 동안, 명중 시 #%의 확률로 4초 동안 적 낙담 유발"
"While a Pinnacle Atlas Boss is in your Presence, {0}% chance to Unnerve Enemies for 4 seconds on Hit","최종 아틀라스 보스가 접근해 있는 동안, 명중 시 {0}%의 확률로 4초 동안 적 낙담 유발"
"While a Pinnacle Atlas Boss is in your Presence, 75% chance to Unnerve Enemies for 4 seconds on Hit","최종 아틀라스 보스가 접근해 있는 동안, 명중 시 75%의 확률로 4초 동안 적 낙담 유발"
"While a Pinnacle Atlas Boss is in your Presence, 80% chance to Unnerve Enemies for 4 seconds on Hit","최종 아틀라스 보스가 접근해 있는 동안, 명중 시 80%의 확률로 4초 동안 적 낙담 유발"
"While a Pinnacle Atlas Boss is in your Presence, 85% chance to Unnerve Enemies for 4 seconds on Hit","최종 아틀라스 보스가 접근해 있는 동안, 명중 시 85%의 확률로 4초 동안 적 낙담 유발"
"While a Pinnacle Atlas Boss is in your Presence, 90% chance to Unnerve Enemies for 4 seconds on Hit","최종 아틀라스 보스가 접근해 있는 동안, 명중 시 90%의 확률로 4초 동안 적 낙담 유발"
"While a Pinnacle Atlas Boss is in your Presence, 95% chance to Unnerve Enemies for 4 seconds on Hit","최종 아틀라스 보스가 접근해 있는 동안, 명중 시 95%의 확률로 4초 동안 적 낙담 유발"
"While a Pinnacle Atlas Boss is in your Presence, Unnerve Enemies for 4 seconds on Hit","최종 아틀라스 보스가 접근해 있는 동안, 명중 시 4초 동안 적 낙담 유발"

"#% increased Cast Speed","시전 속도 #% 증가"
"{0}% increased Cast Speed","시전 속도 {0}% 증가"
"8% increased Cast Speed","시전 속도 8% 증가"
"9% increased Cast Speed","시전 속도 9% 증가"
"10% increased Cast Speed","시전 속도 10% 증가"
"11% increased Cast Speed","시전 속도 11% 증가"
"12% increased Cast Speed","시전 속도 12% 증가"
"13% increased Cast Speed","시전 속도 13% 증가"
"While a Unique Enemy is in your Presence, #% increased Cast Speed","고유 적이 접근해 있는 동안, 시전 속도 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Cast Speed","고유 적이 접근해 있는 동안, 시전 속도 {0}% 증가"
"While a Unique Enemy is in your Presence, 12% increased Cast Speed","고유 적이 접근해 있는 동안, 시전 속도 12% 증가"
"While a Unique Enemy is in your Presence, 13% increased Cast Speed","고유 적이 접근해 있는 동안, 시전 속도 13% 증가"
"While a Unique Enemy is in your Presence, 14% increased Cast Speed","고유 적이 접근해 있는 동안, 시전 속도 14% 증가"
"While a Unique Enemy is in your Presence, 15% increased Cast Speed","고유 적이 접근해 있는 동안, 시전 속도 15% 증가"
"While a Unique Enemy is in your Presence, 16% increased Cast Speed","고유 적이 접근해 있는 동안, 시전 속도 16% 증가"
"While a Unique Enemy is in your Presence, 17% increased Cast Speed","고유 적이 접근해 있는 동안, 시전 속도 17% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Cast Speed","최종 아틀라스 보스가 접근해 있는 동안, 시전 속도 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Cast Speed","최종 아틀라스 보스가 접근해 있는 동안, 시전 속도 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 16% increased Cast Speed","최종 아틀라스 보스가 접근해 있는 동안, 시전 속도 16% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 17% increased Cast Speed","최종 아틀라스 보스가 접근해 있는 동안, 시전 속도 17% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 18% increased Cast Speed","최종 아틀라스 보스가 접근해 있는 동안, 시전 속도 18% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 19% increased Cast Speed","최종 아틀라스 보스가 접근해 있는 동안, 시전 속도 19% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 20% increased Cast Speed","최종 아틀라스 보스가 접근해 있는 동안, 시전 속도 20% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 21% increased Cast Speed","최종 아틀라스 보스가 접근해 있는 동안, 시전 속도 21% 증가"

"#% increased Critical Strike Chance for Spells","주문 치명타 확률 #% 증가"
"{0}% increased Critical Strike Chance for Spells","주문 치명타 확률 {0}% 증가"
"(28-30)% increased Critical Strike Chance for Spells","주문 치명타 확률 (28-30)% 증가"
"(31-33)% increased Critical Strike Chance for Spells","주문 치명타 확률 (31-33)% 증가"
"(34-36)% increased Critical Strike Chance for Spells","주문 치명타 확률 (34-36)% 증가"
"(37-39)% increased Critical Strike Chance for Spells","주문 치명타 확률 (37-39)% 증가"
"(40-42)% increased Critical Strike Chance for Spells","주문 치명타 확률 (40-42)% 증가"
"(43-45)% increased Critical Strike Chance for Spells","주문 치명타 확률 (43-45)% 증가"
"While a Unique Enemy is in your Presence, #% increased Critical Strike Chance for Spells","고유 적이 접근해 있는 동안, 주문 치명타 확률 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Critical Strike Chance for Spells","고유 적이 접근해 있는 동안, 주문 치명타 확률 {0}% 증가"
"While a Unique Enemy is in your Presence, (40-42)% increased Critical Strike Chance for Spells","고유 적이 접근해 있는 동안, 주문 치명타 확률 (40-42)% 증가"
"While a Unique Enemy is in your Presence, (43-45)% increased Critical Strike Chance for Spells","고유 적이 접근해 있는 동안, 주문 치명타 확률 (43-45)% 증가"
"While a Unique Enemy is in your Presence, (46-48)% increased Critical Strike Chance for Spells","고유 적이 접근해 있는 동안, 주문 치명타 확률 (46-48)% 증가"
"While a Unique Enemy is in your Presence, (49-51)% increased Critical Strike Chance for Spells","고유 적이 접근해 있는 동안, 주문 치명타 확률 (49-51)% 증가"
"While a Unique Enemy is in your Presence, (52-54)% increased Critical Strike Chance for Spells","고유 적이 접근해 있는 동안, 주문 치명타 확률 (52-54)% 증가"
"While a Unique Enemy is in your Presence, (55-57)% increased Critical Strike Chance for Spells","고유 적이 접근해 있는 동안, 주문 치명타 확률 (55-57)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Critical Strike Chance for Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 치명타 확률 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Critical Strike Chance for Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 치명타 확률 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (52-54)% increased Critical Strike Chance for Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 치명타 확률 (52-54)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (55-57)% increased Critical Strike Chance for Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 치명타 확률 (55-57)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (58-60)% increased Critical Strike Chance for Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 치명타 확률 (58-60)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (61-63)% increased Critical Strike Chance for Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 치명타 확률 (61-63)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (64-66)% increased Critical Strike Chance for Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 치명타 확률 (64-66)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (67-69)% increased Critical Strike Chance for Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 치명타 확률 (67-69)% 증가"

"Adds # to # Fire Damage to Spells","주문 시전 시 화염 피해 #~# 추가"
"Adds {0} to {1} Fire Damage to Spells","주문 시전 시 화염 피해 {0}~{1} 추가"
"Adds (10-13) to (20-23) Fire Damage to Spells","주문 시전 시 화염 피해 (10-13)~(20-23) 추가"
"Adds (10-14) to (21-25) Fire Damage to Spells","주문 시전 시 화염 피해 (10-14)~(21-25) 추가"
"Adds (11-15) to (24-27) Fire Damage to Spells","주문 시전 시 화염 피해 (11-15)~(24-27) 추가"
"Adds (13-16) to (26-30) Fire Damage to Spells","주문 시전 시 화염 피해 (13-16)~(26-30) 추가"
"Adds (14-18) to (29-33) Fire Damage to Spells","주문 시전 시 화염 피해 (14-18)~(29-33) 추가"
"Adds (15-20) to (32-36) Fire Damage to Spells","주문 시전 시 화염 피해 (15-20)~(32-36) 추가"
"While a Unique Enemy is in your Presence, Adds # to # Fire Damage to Spells","고유 적이 접근해 있는 동안, 주문 시전 시 화염 피해 #~# 추가"
"While a Unique Enemy is in your Presence, Adds {0} to {1} Fire Damage to Spells","고유 적이 접근해 있는 동안, 주문 시전 시 화염 피해 {0}~{1} 추가"
"While a Unique Enemy is in your Presence, Adds (13-16) to (26-30) Fire Damage to Spells","고유 적이 접근해 있는 동안, 주문 시전 시 화염 피해 (13-16)~(26-30) 추가"
"While a Unique Enemy is in your Presence, Adds (14-18) to (29-33) Fire Damage to Spells","고유 적이 접근해 있는 동안, 주문 시전 시 화염 피해 (14-18)~(29-33) 추가"
"While a Unique Enemy is in your Presence, Adds (15-20) to (32-36) Fire Damage to Spells","고유 적이 접근해 있는 동안, 주문 시전 시 화염 피해 (15-20)~(32-36) 추가"
"While a Unique Enemy is in your Presence, Adds (17-22) to (34-40) Fire Damage to Spells","고유 적이 접근해 있는 동안, 주문 시전 시 화염 피해 (17-22)~(34-40) 추가"
"While a Unique Enemy is in your Presence, Adds (19-24) to (38-43) Fire Damage to Spells","고유 적이 접근해 있는 동안, 주문 시전 시 화염 피해 (19-24)~(38-43) 추가"
"While a Unique Enemy is in your Presence, Adds (20-27) to (41-48) Fire Damage to Spells","고유 적이 접근해 있는 동안, 주문 시전 시 화염 피해 (20-27)~(41-48) 추가"
"While a Pinnacle Atlas Boss is in your Presence, Adds # to # Fire Damage to Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 시전 시 화염 피해 #~# 추가"
"While a Pinnacle Atlas Boss is in your Presence, Adds {0} to {1} Fire Damage to Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 시전 시 화염 피해 {0}~{1} 추가"
"While a Pinnacle Atlas Boss is in your Presence, Adds (17-22) to (34-40) Fire Damage to Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 시전 시 화염 피해 (17-22)~(34-40) 추가"
"While a Pinnacle Atlas Boss is in your Presence, Adds (19-24) to (38-43) Fire Damage to Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 시전 시 화염 피해 (19-24)~(38-43) 추가"
"While a Pinnacle Atlas Boss is in your Presence, Adds (20-27) to (41-48) Fire Damage to Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 시전 시 화염 피해 (20-27)~(41-48) 추가"
"While a Pinnacle Atlas Boss is in your Presence, Adds (23-31) to (47-55) Fire Damage to Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 시전 시 화염 피해 (23-31)~(47-55) 추가"
"While a Pinnacle Atlas Boss is in your Presence, Adds (27-35) to (54-63) Fire Damage to Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 시전 시 화염 피해 (27-35)~(54-63) 추가"
"While a Pinnacle Atlas Boss is in your Presence, Adds (31-40) to (63-72) Fire Damage to Spells","최종 아틀라스 보스가 접근해 있는 동안, 주문 시전 시 화염 피해 (31-40)~(63-72) 추가"

"Adds # to # Cold Damage to Spells","주문 시전 시 냉기 피해 #~# 추가"
