"	-10% to all Resistances","	모든 원소 저항 -10%"
"Take no Extra Damage from Critical Strikes if you have taken a Critical Strike Recently","최근 4초 이내 치명타를 받은 경우 치명타로 받는 추가 피해 없음"
"Taken Fire Damage from enemy Hit Recently?","최근 피격으로 ^xB97123화염^7 피해를 입었습니까?"
"Taunted an Enemy Recently?","최근에 적을 도발했습니까?"
"Taunted an enemy Recently?","최근에 적을 도발했습니까?"
"Temporal Chains:","시간의 사슬:"
"Terror of the Infinite Drifts","^XDE7977사막의 샘 지도^7 [^XB1973E무한한 표류의 공포^7] 영혼 수확"
"The Blacksmith","^X0FA5E2사구 지도^7 [^XB1973E대장장이^7] 영혼 수확"
"The Hollow Lady","^X0FA5E2바알 피라미드 지도^7 [^XB1973E텅 빈 여인^7] 영혼 수확"
"The Infernal King","^XC7C75D칼데라 지도^7 [^XB1973E지옥불 왕^7] 영혼 수확"
"The Uber variant has 10 Fire penetration (Applied on Pinnacle And Uber)","우버 변형에는 10개의 화염 관통력이 있습니다(피나클 및 우버에 적용됨)."
"The Winged Death","^XDE7977물길 지도^7 [^XB1973E저주받은 자 클레이본 대장^7] 영혼 수확"
"The default is 1.5 times the enemy's base damage, which is the same value","기본값은 적의 기본값 대비 1.5배이며, 이 설정은 게임과 동일합니다."
"The default level for normal enemies and standard bosses is 83.","일반 적과 일반 보스의 기본 레벨은 83입니다."
"The default level for pinnacle bosses is 84, and the default level for uber pinnacle bosses is 85.","피나클 보스의 기본 레벨은 84이고 우버 피나클 보스의 기본 레벨은 85입니다."
"The default level is the level requirement of the Raise Spectre skill.","기본 레벨은 망령 소환 스킬의 요구 사항 레벨(28)입니다."
"The default level is your character level, capped at 84, which is the same value","기본 레벨은 캐릭터 레벨 (최대 레벨 84)과 동일하며,이 설정은 게임과 동일합니다."
"The effect of Chill is automatically calculated if you have a guaranteed source of Chill,","냉각을 유발하는 출처가 있는 경우 냉각 효과가 자동으로 계산됩니다."
"The effect of Elusive decays over time.","도피 효과는 시간이 지남에 따라 감소합니다."
"The maximum number of Spectral Wolves is 10.","영체 늑대왕 최대 수는 10 마리 입니다."
"The total life of your Spectres that can be taken before yours (used by jinxed juju)","당신보다 먼저 가져갈 망령의 총 생명력(징크스 액막이 사용)"
"The total life of your Totems (excluding Vaal Rejuvenation Totem) that can be taken before yours (used by totem mastery)","당신의 토템(바알 회복 토템 제외)보다 먼저 가져갈 수 있는 토템의 총 생명력(토템 숙련에 사용됨)"
"Their default level is capped by your character level.","기본 레벨은 캐릭터 레벨에 따라 제한됩니다."
"Their default level is not capped by your character level.","기본 레벨은 캐릭터 레벨에 의해 제한되지 않습니다."
"Thirst for Blood:","피의 갈증:"
"This adds the following modifiers:","다음과 같은 보너스가 추가됩니다."
"This also implies that the enemy is Bleeding.","이는 또한 적이 출혈을 일으키고 있음을 의미합니다."
"This also implies that the enemy is Brittle.","^7이것은 적에게 치명타로 피격될 확률을 추가됩니다."
"This also implies that the enemy is Burning.","^7이것은 적이 불타고 있음을 의미합니다."
"This also implies that the enemy is Chilled.","이것은 적이 냉각되었음을 의미합니다."
"This also implies that the enemy is Scorched.","^xB97123그을린 지대^7에 있는 적은 원소 저항이 -10 감소함을 의미합니다."
"This also implies that the enemy is Shocked.","^7이것은 적이 감전된 상태임을 의미합니다."
"This also implies that you Totems have Hit Recently.","이것은 또한 토템이 최근에 적중했음을 의미합니다."
"This also implies that you are Burning.","^7이것은 당신도 [화상] 상태임을 의미합니다."
"This also implies that you are Chilled.","^7이것은 당신도 [냉각]되어 있음을 의미합니다."
"This also implies that you are Poisoned.","이것은 당신도 [중독]되어 있음을 의미합니다."
"This also implies that you are Shocked.","^7이것은 당신도 [감전]되어 있음을 의미합니다."
"This also implies that you have Blocked Recently.","이것은 당신도 최근에 차단되었음을 의미합니다."
"This also implies that you have Hit Recently.","이것은 또한 최근 적중 했음을 의미합니다."
"This also implies that you have Hit Recently.","이것은 최근에 타격했음을 의미합니다."
"This also implies that you have Killed Recently.","이것은 최근에 적을 처치했음을 의미합니다."
"This also implies that you have a Totem summoned.","이것은 토템을 소환했다는 것을 의미합니다."
"This also implies that you have been Hit Recently.","이것은 당신도 최근에 맞았음을 의미합니다."
"This also implies that you have used a Skill Recently.","이것은 최근에 스킬을 사용했음을 의미합니다."
"This also implies that your Minions have Killed Recently.","이것은 당신의 소환수도 최근에 죽었다는 것을 의미합니다."
"This also implies that your Skills have Crit Recently.","이것는 스킬이 최근에 치명타가 있음을 의미합니다."
"This also implies that your Totems have Killed Recently.","이것은 당신의 토템도 최근에 죽었다는 것을 의미합니다."
"This also implies you have 'Consumed a corpse Recently'","이것은 '최근에 시체를 소모한 경우'이 보너스가 적용됩니다."
"This applies -10% Cold Resistance to the enemy.","^7적에게 ^x3F6DB3냉기^7 저항 -10%가 적용됩니다."
"This applies -10% Fire Resistance to the enemy.","^7적에게 ^xB97123화염^7 저항 -10%가 적용됩니다."
"This applies -10% Lightning Resistance to the enemy.","^7적에게 ^xADAA47번개^7 저항 -10%가 적용됩니다."
"This config option is conditional with missing source and is invalid.","이 설정 옵션은 누락된 소스를 조건으로 하며 유효하지 않습니다."
"This effect will only be applied while you can inflict Brittle.","^7이 효과는 허약 ^x3F6DB3효과^7를 적용할 수 있을 때만 적용됩니다."
"This effect will only be applied while you can inflict Scorched.","^7이 효과는 ^xB97123그을림^7을 가할 수 있을 때만 적용됩니다."
"This is automatically enabled if you have a flask active,","이것을 체크하면 플라스크가 자동으로 활성화됩니다."
"This is divided by 4.40 to represent 4 damage types + some (40% as much) chaos","^7이 값을 4.40으로 나눈 값으로 4가지 피해 유형 + 일부(40% 만큼) ^xD02090카오스^7 피해를 나타냅니다"
"This is for low tolerance, but will limit you to only applying a single poison on the enemy","이것은 낮은 역치를 위한 것이지만, 적에게 단 하나의 독을 가하는 것으로 제한됩니다"
"This multiplies the damage of a given skill in pvp, for instance any with damage multiplier specific to pvp (from skill or support or item like sire of shards)","이것은 pvp에 특정한 피해 배율을 가진 것처럼 pvp에서 주어진 스킬의 피해를 곱합니다.(스킬 또는 보조 스킬 또는 파편의 영주와 같은 아이템)"
"This option is specific to 'Heart of Destruction'","이 옵션은 '파괴의 심장'에만 해당됩니다."
"This option is specific to 'Ngamahu, Flame's Advance'.","이 옵션은 '불꽃의 진보, 나마후'에만 해당됩니다."
"This option is specific to 'Valako, Storm's Embrace'.","이 옵션은 '폭풍으로 감싸는 자, 발라코'에만 해당됩니다."
"This option is specific to Oni-Goroshi.","이 옵션은 [오니고로시]에만 적용됩니다."
"This option prevents EE from being reset by the hit damage of your main skill.","이 옵션은 주 스킬의 타격 피해로 인해 원소 균형이 재설정되는 것을 방지합니다."
"This option will also allow you to input the effect of Brittle.","^7이 옵션을 사용하면 ^x3F6DB3허약^7 효과를 입력할 수 있습니다."
"This option will also allow you to input the effect of Scorched.","^7이 옵션을 사용하면 ^xB97123그을림^7 효과를 입력할 수 있습니다."
"This overrides the default damage amount used to estimate your damage reduction from armour.","이것은 갑옷으로 인한 피해 감소를 추정하는데 사용되는 기본 피해량을 무시합니다."
"This overrides the default damage amount used to estimate your physical damage reduction from armour.","갑옷의 물리 피해 감소를 추정하는데 사용되는 기본 피해량을 재정의합니다."
"This overrides the default enemy level used to estimate your hit and evade chance.","^7적중률을 추정하고 회피하는 데 사용되는 기본 적 레벨은 무시됩니다."
"This overrides the default enemy level used to estimate your hit and evade chances.","적중 및 회피 확률을 추정하는데 사용되는 기본 적 레벨을 재정의합니다."
"This setting has no effect if you have 100% chance to Defend with Double Armour.","두 배의 방어도로 방어할 확률이 100%인 경우 이 설정은 적용되지 않습니다."
"This will affect all 'per Summoned Totem' modifiers, even for non-Totem skills.","이것을 체크하면 '소환된 토템 하나당'의 보너스가 적용됩니다."
"This will enable the Adrenaline buff, which grants:","이것을 체크하면 [아드레날린] 버프가 활성화되며 다음 효과가 적용됩니다:"
"This will enable the Adrenaline buff:","이것을 체크하면 '아드레날린 상태일 때'의 보너스가 적용됩니다."
"This will enable the Alchemist's Genius buff:","이것을 체크하면 [연금술사의 천재성] 버프가 활성화되며 다음 효과가 적용됩니다:"
"This will enable the Divinity buff:","이것을 체크하면 [신성] 버프 효과가 활성화됩니다."
"This will enable the Fanaticism buff itself. (Grants {0}% more cast speed, reduced mana cost, and increased area of effect)","이것을 체크하면 [광신주의] 버프 효과가 활성화됩니다. (시전 속도 {0}% 증폭, 마나 소모 감소, 효과 범위 증가)"
"This will enable the Fanaticism buff itself. (Grants {0}% more cast speed, reduced skill cost, and increased area of effect)","이것을 체크하면 [광신주의] 버프 효과가 활성화됩니다. (주문의 시전 속도를 75% 증폭, 소모량을 75% 감소, 효과 범위 75% 증가)"
"This will enable the Unholy Might buff on your minions. (Grants 30% of Physical Damage as Extra Chaos Damage)","^7이것을 체크하면 망령에게 [불경한 힘] 버프가 활성화됩니다.(물리 피해의 30%를 추가 ^xD02090카오스^7 피해로 부여)"
"This will enable the Unholy Might buff. (Grants {0}% of Physical Damage as Extra Chaos Damage)","^7이것을 체크하면 [불경한 힘] 버프 효과가 활성화됩니다. (물리 피해의 {0}%를 추가 카오스 피해로 획득)"
"Time spent stationary","정지 상태인 시간"
"Time to Gain Max Seals:","최대 봉인 획득 시간:"
"Tip: Hold Ctrl to hide this tooltip.","팁: 이 툴팁을 숨기려면 Ctrl 키를 누르십시오."
"Tip: Hold Shift or Ctrl to hide this tooltip.","팁: 이 툴팁을 숨기려면 Shift 또는 Ctrl 키를 누르십시오."
"Total DPS calculation since Absolution cannot inherently shotgun.","면죄는 여러 투사체기 겹쳐서 동일한 대상에게 타격하는 스킬이 아니므로 총 DPS로 계산합니다."
"Total DoT DPS","총 지속 DPS"
"Total Net Regen:","총 순 재생:"
"Total Spectre Life:","총 망녕 생명력:"
"Total Totem Life:","총 토템 생명력:"
"Totem","토템"
"Toxic Rain:","맹독성 비:"
"Trap Throw Rate","덫 투척 속도"
"Trap Throw Rate:","덫 투척 속도:"
"Trauma:","외상:"
"Travel","이동 전용"
"Trigger","발동"
"Trinity Support:","삼위일체 보조:"
"Tvalue in milliseconds. This overrides the Tvalue of a given skill, for instance any with fixed Tvalues, or modified Tvalues","Tvalue은 밀리초입니다. 이는 지정된 스킬의 Tvalue을 재정의합니다. 예를 들어 고정 Tvalue 또는 수정된 Tvalue이 있는 스킬입니다"
"Uber Pinnacle Boss adds the following modifiers:","우버 피나클 보스는 다음의 보너스 추가:"
"Uber Pinnacle Boss","우버 피나클 보스"
"Unaffected by Burning Ground","용암 지대의 영향을 받지 않음"
"Unique Enemies in AoE:","효과 범위 안에 있는 교유 적:"
"Unique Map Modifiers:","고유 지도 보정:"
"Unlucky Dodge/Enemy has inc. Accuracy:","완벽 회피 확률/정확도에 불운 적용:"
"Unlucky","불행"
"Unnerved enemies take 10% increased Spell Damage.","[낙담] 상태의 적은 받는 주문 피해가 10% 증가합니다."
"Used a Warcry in the past 8 seconds?","최근 8초 동안 함성을 사용했습니까?"
"Used to fill in defaults for specific boss skills if the boss config is not set","보스 구성이 설정되지 않은 경우 특정 보스 스킬의 기본값을 채우는 데 사용됩니다."
"Vaal Molten Shell reflects damage to the enemy,","바알 용암 방패는 적에게 반사 피해를 입힙니다."
"Vaal Molten Shell:","바알 용암 방패:"
"Varhesh, Shimmering Aberration","^XC7C75D테라스 지도^7 [^XB1973E일렁이는 변이 바레쉬^7] 영혼 수확"
"Very Unlucky","매우 불행"
"Vixen's Curse","암여우의 함정 저주"
"Vortex:","소용돌이:"
"Vulnerability:","취약성:"
"Warcry Power:","범위 내 적들의 함성의 총 위세:"
"Warcry Skills:","함성 스킬:"
"Warcry calculation mode:","함성 계산 방식:"
"Warcry","함성"
"Warlord's Mark:","전쟁군주의 징표:"
"Wave of Conviction:","신념의 파도:"
"When In Combat","전투 중"
"While ensnared, enemies take increased Projectile Damage from Attack Hits","올가미에 걸린 동안 적들은 공격 적중으로 받는 투사체 피해가 증가합니다."
"White","^7흰색"
"Winter Orb:","겨울 보주:"
"Withering Touch:","위축의 손길:"
"Yellow","^xFFFF77노랑"
"You and your Minions take 50% reduced Reflected Damage","자신 및 소환수가 반사로 받는 피해 50% 감소"
"You can be considered to be on Full Life if you have at least 100% Left left.","^7생명력이 100% 이상인 경우 ^xE05030최대 생명력^7 상태로 간주됩니다."
"You can be considered to be on Full Life if you have at least {0}% Life left.","^xE05030생명력^7이 {0}% 남아있으면, '생명력이 최대일 때'의 보너스가 적용됩니다."
