" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"Infusion grants {0}% more Damage of Types matching Supported Skill Gem's tags","주입 적용 시 보조 대상 스킬 젬의 태그와 같은 유형 피해 {0}% 증폭"
"Infusion grants {0}% more Fire Damage","주입 적용 시 화염 피해 {0}% 증폭"
"Infusion grants {0}% more Lightning Damage","주입 적용 시 번개 피해 {0}% 증폭"
"Infusion grants {0}% more Physical Damage","주입 적용 시 물리 피해 {0}% 증폭"
"Infusion grants {0}% of Life Regenerated per second","주입 적용 시 1초마다 생명력의 {0}% 재생"
"Infusion lasts {0} second after you finish Channelling","집중 유지를 끝낸 후 {0}초간 주입 지속"
"Infusion lasts {0} seconds after you finish Channelling","집중 유지를 끝낸 후 {0}초간 주입 지속"
"Inherent Attack Speed bonus from Dual Wielding is doubled while wielding two Claws","클로 2개 장착 시 쌍수 장착으로 인한 격노 공격 속도 보너스가 2배"
"Inherent effects from having Rage are Doubled","격노로 인해 생기는 효과 2배"
"Inherent effects from having Rage are Tripled","격노로 인해 생기는 효과 3배"
"Inherent loss of Rage is {0}% faster","기본적으로 상실하는 격노를 {0}% 더 빠르게 상실"
"Inherent loss of Rage is {0}% slower","기본적으로 상실하는 격노를 {0}% 더 느리게 상실"
"Initial Slam has {0}% increased Area of Effect","최초 강타의 효과 범위 {0}% 증가"
"Initial Slam has {0}% reduced Area of Effect","최초 강타의 효과 범위 {0}% 감소"
"Inner Conviction","내면의 신념(Inner Conviction)"
"Innervation grants {0} to {1} Lightning Damage","신경 자극이 {0}~{1}의 번개 피해 제공"
"Innervation lasts {0} second","{0}초간 신경 자극 지속"
"Innervation lasts {0} seconds","{0}초간 신경 자극 지속"
"Inscribed Ultimatums found in your Maps have {0}% increased chance to reward Currency Items","지도에서 발견하는 새겨진 결전이 화폐 아이템 보상을 줄 확률 {0}% 증가"
"Inscribed Ultimatums found in your Maps have {0}% increased chance to reward Divination Cards","지도에서 발견하는 새겨진 결전이 점술 카드 보상을 줄 확률 {0}% 증가"
"Inscribed Ultimatums found in your Maps have {0}% increased chance to reward Unique Items","지도에서 발견하는 새겨진 결전이 고유 아이템 보상을 줄 확률 {0}% 증가"
"Inscribed Ultimatums found in your Maps have {0}% reduced chance to reward Currency Items","지도에서 발견하는 새겨진 결전이 화폐 아이템 보상을 줄 확률 {0}% 감소"
"Inscribed Ultimatums found in your Maps have {0}% reduced chance to reward Divination Cards","지도에서 발견하는 새겨진 결전이 점술 카드 보상을 줄 확률 {0}% 감소"
"Inscribed Ultimatums found in your Maps have {0}% reduced chance to reward Unique Items","지도에서 발견하는 새겨진 결전이 고유 아이템 보상을 줄 확률 {0}% 감소"
"Instant Recovery when on Low Life","낮은 생명력 상태일 때 즉시 회복"
"Instant Recovery","즉시 회복"
"Insufficient Mana doesn't prevent your Melee Attacks","마나가 부족해도 근접 공격 스킬 사용 가능"
"Intelligence from Passives in Radius is Transformed to Dexterity","반경 내 패시브 스킬로 획득하는 지능을 민첩으로 전환"
"Intelligence from Passives in Radius is Transformed to Strength","반경 내 패시브 스킬로 획득하는 지능을 힘으로 전환"
"Intelligence is added to Accuracy Rating with Wands","지능을 마법봉 정확도에 추가"
"Intelligence provides no inherent bonus to Energy Shield","지능이 에너지 보호막에 직접적인 보너스를 주지 않음"
"Intelligence provides no inherent bonus to Maximum Mana","지능에 따른 마나 최대치 보너스 없음"
"Intimidate Enemies for {0} seconds on Block while holding a Shield","방패를 들고 있는 동안 막아낼 시 {0}초 동안 적 위협"
"Intimidate Enemies for {0} seconds on Hit with Attacks while at maximum Endurance Charges","최대 인내 충전 상태에서 공격 명중 시 {0}초 동안 적 위협"
"Intimidate Enemies for {0} seconds on Hit with Attacks","공격 명중 시 {0}초 동안 적 위협"
"Intimidate Enemies for {0} seconds on Hit","적중 시 {0}초 동안 적 위협"
"Intimidate Enemies on Hit if you've cast Punishment in the past {0} seconds","최근 {0}초 이내 응징을 시전한 경우 명중 시 적 위협"
"Intimidate nearby Enemies for {0} seconds","{0}초 동안 주변의 적 위협"
"Intimidating Cry has {0}% increased Area of Effect","위협의 함성의 효과 범위 {0}% 증가"
"Intimidating Cry has {0}% increased Cooldown Recovery Rate","위협의 함성의 재사용 대기시간 회복 속도 {0}% 증가"
"Invasion Bosses are Duplicated","침략 보스가 복제됨"
"Invasion Bosses are guarded by a Magic Pack","침략 보스를 마법 무리 1개가 방어"
"Invasion Bosses are guarded by {0} Magic Packs","침략 보스를 마법 무리 {0}개가 방어"
"Invasion Bosses drop an additional Vaal Orb","침략 보스가 바알 오브를 추가로 떨어뜨림"
"Invasion Bosses drop {0} additional Vaal Orbs","침략 보스가 바알 오브 {0}개를 추가로 떨어뜨림"
"Invasion Bosses have {0}% less Quantity and Rarity of dropped Items","침략 보스가 떨어뜨리는 아이템 수량과 희귀도 {0}% 감폭"
"Invasion Bosses have {0}% more Quantity and Rarity of dropped Items","침략 보스가 떨어뜨리는 아이템 수량과 희귀도 {0}% 증폭"
"Iron Grip","강철 손아귀"
"Iron Reflexes while stationary","정지 상태일 때 철의 반사신경"
"Iron Reflexes","철의 반사신경"
"Iron Will","강철의 의지"
"Is a powerful Combatant and provides strong Buffs to Allies","강력한 전투원으로 동료들에게 위력적인 버프 부여"
"Item Quantity increases amount of Rewards Al-Hezmin drops by {0}% of its value","아이템 수량 값의 {0}%만큼 알-헤즈민이 떨어뜨리는 보상의 수량 증가"
"Item Quantity increases amount of Rewards Baran drops by {0}% of its value","아이템 수량 값의 {0}%만큼 바란이 떨어뜨리는 보상의 수량 증가"
"Item Quantity increases amount of Rewards Drox drops by {0}% of its value","아이템 수량 값의 {0}%만큼 드록스가 떨어뜨리는 보상의 수량 증가"
"Item Quantity increases amount of Rewards Veritania drops by {0}% of its value","아이템 수량 값의 {0}%만큼 베리타니아가 떨어뜨리는 보상의 수량 증가"
"Item drops on Death if Equipped by an Animated Guardian","기동된 수호자에 장착된 아이템이 사망 시 떨어짐"
"Item drops on death","사망 시 아이템이 떨어짐"
"Item sells for an additional Ancient Orb","아이템 판매 시 고대의 오브 1개 추가 획득"
"Item sells for an additional Awakened Sextant","아이템 판매 시 각성한 육분의 1개 추가 획득"
"Item sells for an additional Blessed Orb","아이템 판매 시 축복의 오브 1개 추가 획득"
"Item sells for an additional Chaos Orb","아이템 판매 시 카오스 오브 1개 추가 획득"
"Item sells for an additional Crystalline Geode","아이템 판매 시 수정 정동석 1개 추가 획득"
"Item sells for an additional Divine Orb","아이템 판매 시 신성한 오브 1개 추가 획득"
"Item sells for an additional Exalted Orb","아이템 판매 시 엑잘티드 오브 1개 추가 획득"
"Item sells for an additional Gemcutter's Prism","아이템 판매 시 세공사의 프리즘 1개 추가 획득"
"Item sells for an additional Igneous Geode","아이템 판매 시 화성암 정동석 1개 추가 획득"
"Item sells for an additional Magmatic Ore","아이템 판매 시 마그마 광석 1개 추가 획득"
"Item sells for an additional Mirror Shard","아이템 판매 시 거울 파편 1개 추가 획득"
"Item sells for an additional Orb of Annulment","아이템 판매 시 소멸의 오브 1개 추가 획득"
"Item sells for an additional Orb of Regret","아이템 판매 시 후회의 오브 1개 추가 획득"
"Item sells for an additional Orb of Scouring","아이템 판매 시 정제의 오브 1개 추가 획득"
"Item sells for an additional Regal Orb","아이템 판매 시 제왕의 오브 1개 추가 획득"
"Item sells for an additional Sacred Orb","아이템 판매 시 성스러운 오브 1개 추가 획득"
"Item sells for an additional Unique of this Base Type","아이템 판매 시 이 기본 유형의 고유 아이템 1개 추가 획득"
"Item sells for an additional Unique {0}","아이템 판매 시 고유 {0} 1개 추가 획득"
"Item sells for an additional Vaal Orb","아이템 판매 시 바알 오브 1개 추가 획득"
"Item sells for an additional Voidborn Reliquary Key","아이템 판매 시 공허의 시초 성유물 보관실 열쇠 1개 추가 획득"
"Item sells for much more to vendors","상인에게 더 비싸게 아이템 판매"
"Item sells for {0} additional Ancient Orbs","아이템 판매 시 고대의 오브 {0}개 추가 획득"
"Item sells for {0} additional Awakened Sextant","아이템 판매 시 각성한 육분의 {0}개 추가 획득"
"Item sells for {0} additional Blessed Orbs","아이템 판매 시 축복의 오브 {0}개 추가 획득"
"Item sells for {0} additional Chaos Orbs","아이템 판매 시 카오스 오브 {0}개 추가 획득"
"Item sells for {0} additional Crystalline Geodes","아이템 판매 시 수정 정동석 {0}개 추가 획득"
"Item sells for {0} additional Divine Orbs","아이템 판매 시 신성한 오브 {0}개 추가 획득"
"Item sells for {0} additional Exalted Orbs","아이템 판매 시 엑잘티드 오브 {0}개 추가 획득"
"Item sells for {0} additional Gemcutter's Prisms","아이템 판매 시 세공사의 프리즘 {0}개 추가 획득"
"Item sells for {0} additional Igneous Geodes","아이템 판매 시 화성암 정동석 {0}개 추가 획득"
"Item sells for {0} additional Mirror Shards","아이템 판매 시 거울 파편 {0}개 추가 획득"
"Item sells for {0} additional Orbs of Annulment","아이템 판매 시 소멸의 오브 {0}개 추가 획득"
"Item sells for {0} additional Orbs of Regret","아이템 판매 시 후회의 오브 {0}개 추가 획득"
"Item sells for {0} additional Orbs of Scouring","아이템 판매 시 정제의 오브 {0}개 추가 획득"
"Item sells for {0} additional Regal Orbs","아이템 판매 시 제왕의 오브 {0}개 추가 획득"
"Item sells for {0} additional Sacred Orbs","아이템 판매 시 성스러운 오브 {0}개 추가 획득"
"Item sells for {0} additional Vaal Orbs","아이템 판매 시 바알 오브 {0}개 추가 획득"
"Item sells for {0} additional Voidborn Reliquary Keys","아이템 판매 시 공허의 시초 성유물 보관실 열쇠 {0}개 추가 획득"
"Items and Gems have {0}% increased Attribute Requirements","아이템 및 젬의 능력치 요구사항 {0}% 증가"
"Items and Gems have {0}% reduced Attribute Requirements","아이템 및 젬의 능력치 요구사항 {0}% 감소"
"Items cannot be sold to or purchased from NPCs","NPC와 아이템 매매 불가"
"Items cannot drop as Magic or Rare","마법 또는 희귀 아이템이 떨어지지 않음"
"Items dropped by Corrupted Vaal Monsters are Corrupted","타락한 바알 몬스터가 타락한 아이템을 떨어뜨림"
"Items dropped by Corrupted Vaal Monsters have {0}% chance to be Corrupted","타락한 바알 몬스터가 아이템을 떨어뜨릴 때 {0}%의 확률로 타락한 아이템을 떨어뜨림"
"Items dropped by Invasion Bosses are fully Linked","침략 보스가 완전히 연결된 아이템을 떨어뜨림"
"Items dropped by Invasion Bosses have an additional Socket","침략 보스가 떨어뜨리는 아이템에 홈 1개 추가"
"Items dropped by Invasion Bosses have {0} additional Sockets","침략 보스가 떨어뜨리는 아이템에 홈 {0}개 추가"
"Items dropped by Rare Monsters are Corrupted","희귀 몬스터가 타락한 아이템을 떨어뜨림"
"Items dropped by Rare Monsters have {0}% chance to be Corrupted","희귀 몬스터가 아이템을 떨어뜨릴 때 {0}%의 확률로 타락한 아이템을 떨어뜨림"
"Items dropped by Rogue Exiles are Corrupted","탈주 유배자가 타락한 아이템을 떨어뜨림"
"Items dropped by Rogue Exiles are Mirrored","탈주 유배자가 복제된 아이템을 떨어뜨림"
"Items dropped by Rogue Exiles are fully Linked","탈주 유배자가 완전히 연결된 아이템을 떨어뜨림"
"Items dropped by Synthesised Magic Monsters are Corrupted","결합 마법 몬스터가 타락한 아이템을 떨어뜨림"
"Items dropped by Synthesised Magic Monsters have {0}% chance to be Corrupted","결합 마법 몬스터가 아이템을 떨어뜨릴 때 {0}%의 확률로 타락한 아이템을 떨어뜨림"
"Items dropped by Synthesised Monsters are Corrupted","결합 몬스터가 타락한 아이템을 떨어뜨림"
"Items dropped by Synthesised Monsters have {0}% chance to be Corrupted","결합 몬스터가 아이템을 떨어뜨릴 때 {0}%의 확률로 타락한 아이템을 떨어뜨림"
"Items dropped by Synthesised Rare Monsters are Corrupted","결합 희귀 몬스터가 타락한 아이템을 떨어뜨림"
"Items dropped by Synthesised Rare Monsters have {0}% chance to be Corrupted","결합 희귀 몬스터가 아이템을 떨어뜨릴 때 {0}%의 확률로 타락한 아이템을 떨어뜨림"
"Items dropped by Unique Monsters are Corrupted","고유 몬스터가 타락한 아이템을 떨어뜨림"
"Items dropped by Unique Monsters have {0}% chance to be Corrupted","고유 몬스터가 아이템을 떨어뜨릴 때 {0}%의 확률로 타락한 아이템을 떨어뜨림"
