
"Abandoned Abode","버려진 거처"
"Doom Sunder","파멸 작렬"
"Doom Tackle","파멸 낚시 도구"
"Doom Tale","파멸 이야기"
"Doom Talisman","파멸 부적"
"Doom Talons","파멸 발톱"
"Doom Territory","파멸 영토"
"Doom Testament","파멸 증거"
"Doom Tether","파멸 밧줄"
"Doom Thirst","파멸 갈증"
"Doom Thread","파멸 실타래"
"Doom Thresher","파멸 도리깨"
"Doom Thunder","파멸 천둥"
"Doom Tool","파멸 도구"
"Doom Torc","파멸 목걸이 사슬"
"Doom Touch","파멸 손길"
"Doom Tower","파멸 탑"
"Doom Track","파멸 통로"
"Doom Trail","파멸 발자취"
"Doom Trap","파멸 덫"
"Doom Tread","파멸 발걸음"
"Doom Trek","파멸 길"
"Doom Trinket","파멸 장신구"
"Doom Turn","파멸 선회"
"Doom Twine","파멸 꼬임"
"Doom Twirl","파멸 회전"
"Doom Undertaking","파멸 일"
"Doom Urge","파멸 열망"
"Doom Vault","파멸 금고"
"Doom Veil","파멸 장막"
"Doom Vessel","파멸 그릇"
"Doom View","파멸 관점"
"Doom Vine","파멸 덩굴"
"Doom Visage","파멸 얼굴"
"Doom Vise","파멸 조임쇠"
"Doom Vision","파멸 시각"
"Doom Visor","파멸 차양"
"Doom Volcano","파멸 화산"
"Doom Volley","파멸 사격 공세"
"Doom Vow","파멸 맹세"
"Doom Voyage","파멸 항해"
"Doom Ward","파멸 수호"
"Doom Warden","파멸 간수"
"Doom Waste","파멸 황무지"
"Doom Watch","파멸 감시"
"Doom Watcher","파멸 감시자"
"Doom Weaver","파멸 직공"
"Doom Whorl","파멸 나사선"
"Doom Wind","파멸 바람"
"Doom Wing","파멸 부속 건물"
"Doom Wisdom","파멸 지혜"
"Doom Wish","파멸 소망"
"Doom Wound","파멸 상처"
"Doom Wrap","파멸 겉옷"
"Doom Wreck","파멸 붕괴"
"Doom Writ","파멸 영장"
"Doom Ziggurat","파멸 지구라트"
"Doom Zone","파멸 지역"
"Doomed Abode","몰락한 거처"
"Doomed Abyss","몰락한 심연"
"Doomed Aegis","몰락한 비호"
"Doomed Angler","몰락한 낚시꾼"
"Doomed Anthem","몰락한 찬가"
"Doomed Apex","몰락한 정점"
"Doomed Apparatus","몰락한 기구"
"Doomed Arbiter","몰락한 중재자"
"Doomed Arch","몰락한 활"
"Doomed Arrow","몰락한 화살"
"Doomed Artifice","몰락한 책략"
"Doomed Badge","몰락한 배지"
"Doomed Bait","몰락한 미끼"
"Doomed Ballad","몰락한 담시"
"Doomed Band","몰락한 띠"
"Doomed Bane","몰락한 파멸"
"Doomed Barb","몰락한 가시"
"Doomed Barrage","몰락한 연발 사격"
"Doomed Barrier","몰락한 방어막"
"Doomed Bastion","몰락한 보루"
"Doomed Batter","몰락한 구타"
"Doomed Bauble","몰락한 방울"
"Doomed Bead","몰락한 구슬"
"Doomed Beads","몰락한 구슬"
"Doomed Beak","몰락한 부리"
"Doomed Beam","몰락한 광선"
"Doomed Bid","몰락한 노력"
"Doomed Bind","몰락한 묶음"
"Doomed Bite","몰락한 이빨"
"Doomed Blast","몰락한 폭발"
"Doomed Bliss","몰락한 지복"
"Doomed Blood","몰락한 피의"
"Doomed Bloom","몰락한 꽃"
"Doomed Blow","몰락한 일격"
"Doomed Blunt","몰락한 둔기"
"Doomed Bolt","몰락한 화살"
"Doomed Bond","몰락한 유대"
"Doomed Braid","몰락한 끈"
"Doomed Branch","몰락한 나뭇가지"
"Doomed Brand","몰락한 낙인"
"Doomed Breach","몰락한 균열"
"Doomed Breaker","몰락한 분쇄기"
"Doomed Breath","몰락한 숨결"
"Doomed Breeze","몰락한 바람"
"Doomed Brow","몰락한 이마"
"Doomed Buckle","몰락한 버클"
"Doomed Bulwark","몰락한 방벽"
"Doomed Burst","몰락한 격발"
"Doomed Butcher","몰락한 도살자"
"Doomed Cage","몰락한 창살"
"Doomed Caldera","몰락한 칼데라"
"Doomed Call","몰락한 소환"
"Doomed Campaign","몰락한 작전"
"Doomed Carapace","몰락한 등딱지"
"Doomed Caress","몰락한 손길"
"Doomed Cast","몰락한 던지기"
"Doomed Challenge","몰락한 도전"
"Doomed Chambers","몰락한 방"
"Doomed Chant","몰락한 노래"
"Doomed Charm","몰락한 부적"
"Doomed Choker","몰락한 목줄"
"Doomed Chum","몰락한 밑밥"
"Doomed Circle","몰락한 고리"
"Doomed Clasp","몰락한 걸쇠"
"Doomed Claw","몰락한 클로"
"Doomed Cloak","몰락한 망토"
"Doomed Clutches","몰락한 손아귀"
"Doomed Coat","몰락한 외투"
"Doomed Coffers","몰락한 궤짝"
"Doomed Coil","몰락한 감개"
"Doomed Collar","몰락한 목걸이"
"Doomed Colony","몰락한 식민지"
"Doomed Construct","몰락한 구조물"
"Doomed Contraption","몰락한 고안품"
"Doomed Cord","몰락한 줄"
"Doomed Core","몰락한 중심부"
"Doomed Corona","몰락한 광환"
"Doomed Court","몰락한 법정"
"Doomed Covenant","몰락한 계약"
"Doomed Cover","몰락한 덮개"
"Doomed Cowl","몰락한 고깔"
"Doomed Crack","몰락한 균열"
"Doomed Cradle","몰락한 받침대"
"Doomed Crag","몰락한 바위"
"Doomed Cramp","몰락한 경련"
"Doomed Crate","몰락한 나무상자"
"Doomed Creed","몰락한 신념"
"Doomed Crest","몰락한 문양"
"Doomed Crown","몰락한 왕관"
"Doomed Crusher","몰락한 타쇄자"
"Doomed Cry","몰락한 함성"
"Doomed Curio","몰락한 골동품"
"Doomed Curtain","몰락한 장막"
"Doomed Cut","몰락한 조각"
"Doomed Dart","몰락한 화살침"
"Doomed Dash","몰락한 질주"
"Doomed Deed","몰락한 증서"
"Doomed Delirium","몰락한 섬망"
"Doomed Depths","몰락한 심연"
"Doomed Desire","몰락한 갈망"
"Doomed Device","몰락한 장치"
"Doomed Dew","몰락한 이슬"
"Doomed Disguise","몰락한 위장"
"Doomed Dome","몰락한 돔"
"Doomed Dream","몰락한 꿈"
"Doomed Dregs","몰락한 찌꺼기"
"Doomed Drop","몰락한 방울"
"Doomed Duty","몰락한 의무"
"Doomed Dwelling","몰락한 거주지"
"Doomed Edge","몰락한 칼날"
"Doomed Ember","몰락한 잉걸불"
"Doomed Emblem","몰락한 상징"
"Doomed Enterprise","몰락한 사업"
"Doomed Equipment","몰락한 장착품"
"Doomed Essence","몰락한 에센스"
"Doomed Etcher","몰락한 부각사"
"Doomed Excavation","몰락한 발굴터"
"Doomed Excursion","몰락한 기행"
"Doomed Expedition","몰락한 탐험"
"Doomed Exploration","몰락한 원정"
"Doomed Eye","몰락한 눈"
"Doomed Fang","몰락한 송곳니"
"Doomed Fend","몰락한 방어"
"Doomed Fetish","몰락한 숭배물"
"Doomed Finger","몰락한 손가락"
"Doomed Fingers","몰락한 손가락"
"Doomed Firestorm","몰락한 화염 폭풍"
"Doomed Fish","몰락한 물고기"
"Doomed Fist","몰락한 주먹"
"Doomed Flame","몰락한 화염"
"Doomed Fletch","몰락한 화살깃"
"Doomed Flight","몰락한 비행"
"Doomed Folktale","몰락한 설화"
"Doomed Frontier","몰락한 개척지"
"Doomed Gaze","몰락한 응시"
"Doomed Gear","몰락한 장비"
"Doomed Gill","몰락한 아가미"
"Doomed Girdle","몰락한 허리띠"
"Doomed Glance","몰락한 곁눈질"
"Doomed Glare","몰락한 섬광"
"Doomed Glimmer","몰락한 미광"
"Doomed Glisten","몰락한 반짝임"
"Doomed Globe","몰락한 구체"
"Doomed Gnarl","몰락한 마디"
"Doomed Gnash","몰락한 악문 이빨"
"Doomed Goad","몰락한 몰이 막대"
"Doomed Gorget","몰락한 목가리개"
"Doomed Grasp","몰락한 장악"
"Doomed Grinder","몰락한 갈이개"
"Doomed Grip","몰락한 손아귀"
"Doomed Guard","몰락한 수호"
"Doomed Guardian","몰락한 가디언"
"Doomed Guide","몰락한 안내"
"Doomed Gutter","몰락한 시궁창"
"Doomed Gyre","몰락한 선회"
"Doomed Hail","몰락한 칭송"
"Doomed Halo","몰락한 후광"
"Doomed Hand","몰락한 손"
"Doomed Harness","몰락한 고삐"
"Doomed Haven","몰락한 안식처"
"Doomed Heart","몰락한 심장"
"Doomed Hide","몰락한 가죽"
"Doomed Hold","몰락한 유지"
"Doomed Hoof","몰락한 발굽"
"Doomed Hope","몰락한 희망"
"Doomed Horn","몰락한 뿔"
"Doomed Hunger","몰락한 갈망"
"Doomed Ichor","몰락한 영액"
"Doomed Idol","몰락한 우상"
"Doomed Impaler","몰락한 꼬챙이"
"Doomed Implement","몰락한 기물"
"Doomed Incitement","몰락한 조장"
"Doomed Inferno","몰락한 지옥불"
"Doomed Inscription","몰락한 명문"
"Doomed Instigation","몰락한 교사"
"Doomed Instrument","몰락한 계기"
"Doomed Invitation","몰락한 초대"
"Doomed Invocation","몰락한 기원"
"Doomed Iridescence","몰락한 무지개 빛깔"
"Doomed Jack","몰락한 상인"
"Doomed Jig","몰락한 지그"
"Doomed Journey","몰락한 여정"
"Doomed Joy","몰락한 기쁨"
"Doomed Keep","몰락한 감옥"
"Doomed Keeper","몰락한 보관자"
"Doomed Key","몰락한 열쇠"
"Doomed Kit","몰락한 공구"
"Doomed Knell","몰락한 전조"
"Doomed Knot","몰락한 매듭"
"Doomed Knuckle","몰락한 관절"
"Doomed Lahar","몰락한 화산이류"
"Doomed Lands","몰락한 땅"
"Doomed Lash","몰락한 채찍"
"Doomed League","몰락한 리그"
"Doomed Leash","몰락한 가죽끈"
"Doomed Leer","몰락한 시선"
"Doomed Lens","몰락한 시점"
"Doomed Line","몰락한 낚싯줄"
"Doomed Liturgy","몰락한 기도문"
"Doomed Lock","몰락한 자물쇠"
"Doomed Locket","몰락한 갑 목걸이"
"Doomed Loop","몰락한 고리"
"Doomed Lure","몰락한 루어"
"Doomed Machine","몰락한 장치"
"Doomed Magma","몰락한 마그마"
"Doomed Mandate","몰락한 통치"
"Doomed Mangler","몰락한 파괴자"
"Doomed Manifesto","몰락한 성명서"
"Doomed Mantle","몰락한 외투"
"Doomed March","몰락한 행진"
"Doomed Mark","몰락한 징표"
"Doomed Mast","몰락한 돛대"
"Doomed Material","몰락한 재료"
"Doomed Medallion","몰락한 메달리온"
"Doomed Mission","몰락한 임무"
"Doomed Mitts","몰락한 미트"
"Doomed Myth","몰락한 신화"
"Doomed Nail","몰락한 손톱"
"Doomed Nails","몰락한 손톱"
"Doomed Needle","몰락한 바늘"
"Doomed Nexus","몰락한 연결부"
"Doomed Nock","몰락한 활시위"
"Doomed Noose","몰락한 올가미"
"Doomed Oath","몰락한 서약"
"Doomed Oculus","몰락한 눈"
"Doomed Offer","몰락한 제안"
"Doomed Orb","몰락한 구체"
"Doomed Orders","몰락한 명령서"
"Doomed Ornament","몰락한 장신구"
"Doomed Oubliette","몰락한 지하 감옥"
"Doomed Outpost","몰락한 전초기지"
"Doomed Pace","몰락한 보조"
"Doomed Pact","몰락한 맹약"
"Doomed Palm","몰락한 손바닥"
"Doomed Panorama","몰락한 전경"
"Doomed Passage","몰락한 통로"
"Doomed Pause","몰락한 중지"
"Doomed Paw","몰락한 발"
"Doomed Peak","몰락한 앞챙"
"Doomed Pelt","몰락한 가죽모"
"Doomed Pendant","몰락한 펜던트"
"Doomed Pile","몰락한 더미"
"Doomed Pillar","몰락한 기둥"
"Doomed Pit","몰락한 구덩이"
"Doomed Pith","몰락한 핵심"
"Doomed Pledge","몰락한 선서"
"Doomed Point","몰락한 끝"
"Doomed Pole","몰락한 기둥"
"Doomed Portent","몰락한 전조"
"Doomed Post","몰락한 말뚝"
"Doomed Precinct","몰락한 구획"
"Doomed Prism","몰락한 분광기"
"Doomed Provocation","몰락한 촉발"
"Doomed Quarters","몰락한 구역"
"Doomed Quest","몰락한 도전"
"Doomed Quill","몰락한 화살"
"Doomed Rain","몰락한 비"
"Doomed Ram","몰락한 충격"
"Doomed Razor","몰락한 면도날"
"Doomed Reach","몰락한 역량"
"Doomed Reaches","몰락한 역량"
"Doomed Refuge","몰락한 피난처"
"Doomed Refuse","몰락한 거절"
"Doomed Relic","몰락한 유물"
"Doomed Remains","몰락한 유물"
"Doomed Remnant","몰락한 유물"
"Doomed Rend","몰락한 분리"
"Doomed Rite","몰락한 의례"
"Doomed Road","몰락한 길"
"Doomed Roar","몰락한 포효"
"Doomed Rock","몰락한 바위"
"Doomed Rod","몰락한 막대"
"Doomed Rook","몰락한 성"
"Doomed Roost","몰락한 보금자리"
"Doomed Rosary","몰락한 묵주"
"Doomed Ruin","몰락한 유적"
"Doomed Rupture","몰락한 파열"
"Doomed Saga","몰락한 영웅담"
"Doomed Salvation","몰락한 구원"
"Doomed Sanctuary","몰락한 성역"
"Doomed Sanctum","몰락한 지성소"
"Doomed Saw","몰락한 톱"
"Doomed Scalpel","몰락한 수술칼"
"Doomed Scar","몰락한 흉터"
"Doomed Scarab","몰락한 갑충석"
"Doomed Scratch","몰락한 찰과상"
"Doomed Scripture","몰락한 성서"
"Doomed Scum","몰락한 쓰레기"
"Doomed Secrets","몰락한 비밀"
"Doomed Sector","몰락한 영역"
"Doomed Sentry","몰락한 보초"
"Doomed Sepulchre","몰락한 매장소"
"Doomed Sever","몰락한 절단"
"Doomed Shackle","몰락한 족쇄"
"Doomed Shadows","몰락한 그림자"
"Doomed Shard","몰락한 파편"
"Doomed Shatter","몰락한 산산조각"
"Doomed Shell","몰락한 껍질"
"Doomed Shelter","몰락한 대피소"
"Doomed Shine","몰락한 광채"
"Doomed Shot","몰락한 사격"
"Doomed Shroud","몰락한 연막"
"Doomed Siege","몰락한 공성"
"Doomed Sight","몰락한 통찰력"
"Doomed Sinker","몰락한 봉돌"
"Doomed Skewer","몰락한 꼬챙이"
"Doomed Skin","몰락한 피부"
"Doomed Slag","몰락한 용재"
"Doomed Slayer","몰락한 슬레이어"
"Doomed Slicer","몰락한 썰기"
"Doomed Slippers","몰락한 슬리퍼"
"Doomed Sliver","몰락한 편린"
"Doomed Smasher","몰락한 파쇄기"
"Doomed Snare","몰락한 올가미"
"Doomed Solace","몰락한 위안"
"Doomed Sole","몰락한 밑창"
"Doomed Solitude","몰락한 고독"
"Doomed Song","몰락한 노래"
"Doomed Span","몰락한 발"
"Doomed Spark","몰락한불꽃"
"Doomed Spawn","몰락한 유충"
"Doomed Spear","몰락한 창"
"Doomed Spell","몰락한 주문"
"Doomed Sphere","몰락한 구"
"Doomed Spike","몰락한 가시"
"Doomed Spiker","몰락한 가시등"
"Doomed Spiral","몰락한 소용돌이"
"Doomed Spire","몰락한 첨탑"
"Doomed Spires","몰락한 첨탑"
"Doomed Splinter","몰락한 파편"
"Doomed Splitter","몰락한 스플리터"
"Doomed Spur","몰락한 박차"
"Doomed Star","몰락한 별"
"Doomed Stare","몰락한 눈초리"
"Doomed Stinger","몰락한 쐐기털"
"Doomed Stone","몰락한 돌"
"Doomed Strap","몰락한 혁대"
"Doomed Stride","몰락한 질주"
"Doomed Strike","몰락한 일격"
"Doomed Suit","몰락한 복장"
"Doomed Summons","몰락한 소환"
"Doomed Sunder","몰락한 작렬"
"Doomed Tackle","몰락한 낚시 도구"
"Doomed Tale","몰락한 이야기"
"Doomed Talisman","몰락한 부적"
"Doomed Talons","몰락한 발톱"
"Doomed Territory","몰락한 영토"
"Doomed Testament","몰락한 증거"
"Doomed Tether","몰락한 밧줄"
"Doomed Thirst","몰락한 갈증"
"Doomed Thread","몰락한 실타래"
"Doomed Thresher","몰락한 도리깨"
"Doomed Thunder","몰락한 천둥"
"Doomed Tool","몰락한 도구"
"Doomed Torc","몰락한 목걸이 사슬"
"Doomed Touch","몰락한 손길"
"Doomed Tower","몰락한 탑"
"Doomed Track","몰락한 통로"
"Doomed Trail","몰락한 발자취"
"Doomed Trap","몰락한 덫"
"Doomed Tread","몰락한 발걸음"
"Doomed Trek","몰락한 길"
"Doomed Trinket","몰락한 장신구"
"Doomed Turn","몰락한 선회"
"Doomed Twine","몰락한 꼬임"
"Doomed Twirl","몰락한 회전"
"Doomed Undertaking","몰락한 일"
"Doomed Urge","몰락한 열망"
"Doomed Vault","몰락한 금고"
"Doomed Veil","몰락한 장막"
"Doomed Vessel","몰락한 그릇"
"Doomed View","몰락한 관점"
"Doomed Vine","몰락한 덩굴"
"Doomed Visage","몰락한 얼굴"
"Doomed Vise","몰락한 조임쇠"
"Doomed Vision","몰락한 시각"
"Doomed Visor","몰락한 차양"
"Doomed Volcano","몰락한 화산"
"Doomed Volley","몰락한 사격 공세"
"Doomed Vow","몰락한 맹세"
"Doomed Voyage","몰락한 항해"
"Doomed Ward","몰락한 수호"
"Doomed Warden","몰락한 간수"
"Doomed Waste","몰락한 황무지"
"Doomed Watch","몰락한 감시"
"Doomed Watcher","몰락한 감시자"
"Doomed Weaver","몰락한 직공"
"Doomed Whorl","몰락한 나사선"
"Doomed Wind","몰락한 바람"
"Doomed Wing","몰락한 부속 건물"
