原文(有{0}),翻譯
"{0} reduced Stun Duration against Enemies that are on Full Life","對滿血敵人的暈眩時間縮短 {0}"
"{0} reduced Stun Duration against Enemies that are on Low Life","對低血敵人的暈眩時間縮短 {0}"
"{0} reduced Stun Duration on Enemies","敵人被暈眩時間縮短 {0}"
"{0} reduced Stun Duration on enemies","敵人被暈眩時間縮短 {0}"
"{0} reduced Stun Duration on enemies at Maximum charge distance","到達最大衝鋒距離時，敵人暈眩時間縮短 {0}"
"{0} reduced Stun Duration on Enemies per Endurance Charge","每個耐力球可使敵人被暈眩時間縮短 {0}"
"{0} reduced Stun Duration on you","你被暈眩的時間縮短 {0}"
"{0} reduced Stun Duration per {1} Strength","每 {1} 點力量可使可使暈眩時間縮短 {0}"
"{0} reduced Stun Duration with Bows on Enemies","弓類攻擊造成的暈眩時間縮短 {0}"
"{0} reduced Stun Duration with Staves on Enemies","長杖攻擊造成的暈眩時間縮短 {0}"
"{0} reduced Stun Duration with Two Handed Melee Weapons on Enemies","雙手近戰武器攻擊造成的暈眩時間縮短 {0}"
"{0} reduced Stun Threshold","暈眩門檻減少 {0}"
"{0} reduced Stun Threshold reduction on enemies at Maximum charge distance","到達最大衝鋒距離時，暈眩門檻減免效果減少 {0}"
"{0} reduced Sweep Area of Effect","【橫掃】範圍縮小 {0}"
"{0} reduced Sweep Damage","【橫掃】的傷害減少 {0}"
"{0} reduced Taunt Duration","嘲諷持續時間縮短 {0}"
"{0} reduced Tempest Shield Damage","【暴風之盾】的傷害減少 {0}"
"{0} reduced Temporal Chains Curse Effect","【時空鎖鏈】的詛咒效果減少 {0}"
"{0} reduced Temporal Chains Duration","【時空鎖鏈】持續時間縮短 {0}"
"{0} reduced time before Lockdown","封鎖前的時間減少 {0}"
"{0} reduced Tornado Shot Critical Strike Chance","【龍卷射擊】暴擊率減少 {0}"
"{0} reduced Tornado Shot Damage","【龍卷射擊】的傷害減少 {0}"
"{0} reduced Total Heist Fee","劫盜同盟總費用減少 {0}"
"{0} reduced total Power counted by Warcries","戰吼計入的總威力值減少 {0}"
"{0} reduced total Recovery per second from Energy Shield Leech","從能量護盾偷取中獲得的每秒總恢復量減少 {0}"
"{0} reduced total Recovery per second from Life Leech","從生命偷取中獲得的每秒總恢復量減少 {0}"
"{0} reduced total Recovery per second from Life Leech for each Corrupted Item Equipped","每裝備 1 個被腐化的物品時，從生命偷取中獲得的每秒總恢復量減少 {0}"
"{0} reduced total Recovery per second from Life, Mana, or Energy Shield Leech","從生命偷取、魔力偷取、能量護盾偷取中獲得的每秒總恢復量減少 {0}"
"{0} reduced total Recovery per second from Mana Leech","從魔力偷取中獲得的每秒總恢復量減少 {0}"
"{0} reduced total Recovery per second from Mana Leech for each Corrupted Item Equipped","每裝備 1 個被腐化的物品時，從魔力偷取中獲得的每秒總恢復量減少 {0}"
"{0} reduced Totem Damage","圖騰傷害減少 {0}"
"{0} reduced Totem Damage if you haven't Summoned a Totem in the past {1} seconds","你若在過去 {1} 秒內沒有召喚圖騰，則圖騰傷害減少 {0}"
"{0} reduced Totem Damage per {1} Devotion","每 {1} 點奉獻使圖騰傷害減少 {0}"
"{0} reduced Totem Duration","圖騰的持續時間縮短 {0}"
"{0} reduced Totem Energy Shield","圖騰的能量護盾減少 {0}"
"{0} reduced Totem Life","圖騰的生命減少 {0}"
"{0} reduced totem life","圖騰的生命減少 {0}"
"{0} reduced Totem Life per {1} Strength Allocated in Radius","範圍內每配置 {1} 點力量，圖騰生命減少 {0}"
"{0} reduced Totem Mana","圖騰的魔力減少 {0}"
"{0} reduced Totem Placement range","圖騰放置範圍縮小 {0}"
"{0} reduced Totem Range","圖騰的範圍縮小 {0}"
"{0} reduced Trap and Mine Damage","陷阱和地雷傷害減少 {0}"
"{0} reduced Trap and Mine Throwing Speed","陷阱和地雷投擲速度減少 {0}"
"{0} reduced Trap Damage","陷阱傷害減少 {0}"
"{0} reduced Trap Disarmament speed","解除陷阱速度減慢 {0}"
"{0} reduced Trap Duration","陷阱持續時間縮短 {0}"
"{0} reduced Trap duration","陷阱持續時間縮短 {0}"
"{0} reduced Trap Spread","陷阱擴散範圍縮小 {0}"
"{0} reduced Trap Throwing Speed","陷阱投擲速度減少 {0}"
"{0} reduced Trap Throwing Speed per Frenzy Charge","每個狂怒球可使陷阱投擲速度減少 {0}"
"{0} reduced Trap Trigger Area of Effect","陷阱觸發範圍縮小 {0}"
"{0} reduced Trap Trigger Radius per Power Charge","每個暴擊球都使陷阱觸發範圍縮小 {0}"
"{0} reduced Travel Fee","旅行報酬減少 {0}"
"{0} reduced Unearth Cast Speed","【褻瀆之矛】的施放速度減少 {0}"
"{0} reduced Unearth Damage","【褻瀆之矛】的傷害減少 {0}"
"{0} reduced Vaal Skill Critical Strike Chance","瓦爾技能暴擊率減少 {0}"
"{0} reduced Vaal Skill Effect Duration","瓦爾技能持續時間縮短 {0}"
"{0} reduced Vengeance Damage","【復仇】的傷害減少 {0}"
"{0} reduced Vigilant Strike Damage","【戒備打擊】的傷害減少 {0}"
"{0} reduced Vigilant Strike Fortify Duration","【戒備打擊】的護體持續時間縮短 {0}"
"{0} reduced Viper Strike Critical Strike Chance","【毒蛇打擊】暴擊率減少 {0}"
"{0} reduced Viper Strike Damage","【毒蛇打擊】的傷害減少 {0}"
"{0} reduced Viper Strike Duration","【毒蛇打擊】持續時間縮短 {0}"
"{0} reduced Visibility to Enemies","敵人視野範圍縮小 {0}"
"{0} reduced Volatile Dead Cast Speed","【致命之息】的施放速度減少 {0}"
"{0} reduced Volatile Dead Damage","【致命之息】的傷害減少 {0}"
"{0} reduced Vortex Area of Effect","【旋渦】範圍縮小 {0}"
"{0} reduced Vortex Damage","【旋渦】傷害減少 {0}"
"{0} reduced Vortex Duration","寒冰彈持續時間縮短 {0}"
"{0} reduced Vulnerability Curse Effect","【脆弱】的詛咒效果減少 {0}"
"{0} reduced Vulnerability Duration","【脆弱】持續時間縮短 {0}"
"{0} reduced Warcry Buff Effect","戰吼的增益效果減少 {0}"
"{0} reduced Warcry Cooldown Recovery Rate","戰吼冷卻回復速度減少 {0}"
"{0} reduced Warcry Duration","戰吼持續時間縮短 {0}"
"{0} reduced Warcry Speed","戰吼施放速度減少 {0}"
"{0} reduced Warlord's Mark Curse Effect","【督軍印記】的詛咒效果減少 {0}"
"{0} reduced Warlord's Mark Duration","【督軍印記】持續時間縮短 {0}"
"{0} reduced Whirling Blades Attack Speed","【回旋之刃】攻擊速度減少 {0}"
"{0} reduced Whirling Blades Damage","【回旋之刃】的傷害減少 {0}"
"{0} reduced Wild Strike Area of Effect","【野性打擊】範圍縮小 {0}"
"{0} reduced Wild Strike Damage","【野性打擊】的傷害減少 {0}"
"{0} second to Base Placed Banner Duration per Stage","每層 {0} 秒基礎放置鬥旗持續時間"
"{0} second to Summon Skeleton Cooldown","{0} 秒召喚骷髏冷卻時間"
"{0} seconds additional Base Duration per {1} Intelligence","每 {1} 智慧額外增加 {0} 秒基礎持續時間"
"{0} seconds between appearance of Wall sections","牆出現延遲 {0} 秒"
"{0} seconds of Recovery","{0} 秒恢復時間"
"{0} seconds to Attack Time","{0} 秒攻擊時間"
"{0} seconds to Avian's Flight Duration","{0} 秒飛羽飄翔持續時間"
"{0} seconds to Avian's Might Duration","{0} 秒飛羽意志持續時間"
"{0} seconds to Base duration","基礎持續時間為 {0} 秒"
"{0} seconds to Base Duration per Endurance Charge removed","每顆被移除的耐力球 {0} 秒基礎持續時間"
"{0} seconds to Base Duration per Stage","每層 {0} 秒基礎持續時間"
"{0} seconds to Base Placed Banner Duration per Stage","每層 {0} 秒基礎放置鬥旗持續時間"
"{0} seconds to Buff Duration per Endurance Charge removed","每顆被移除的耐力球 {0} 秒增益效果持續時間"
"{0} seconds to Cat's Agility Duration","傲貓姣捷的持續時間 {0} 秒"
"{0} seconds to Cat's Stealth Duration","{0} 秒傲貓隱身持續時間"
"{0} seconds to Cooldown while you have Glorious Madness","你有榮耀瘋癲時，{0} 秒冷卻時間"
"{0} seconds to Duration of Frenzy and Power Charges on Culling Strike","撲殺時 {0} 秒狂怒和暴擊球的持續時間"
"{0} seconds to Mirage Archer Duration","幻影射手持續時間 {0} 秒"
"{0} seconds to Summon Skeleton Cooldown","{0} 秒召喚骷髏冷卻時間"
"{0} seconds while wielding an Axe","持 1 把斧時雙持打擊擊中威嚇敵人 {0} 秒"
"{0} slower start of Energy Shield Recharge","能量護盾啟動回復比平常慢 {0}"
"{0} slower start of Energy Shield Recharge during any Flask Effect","任何藥劑持續期間，能量護盾延後 {0} 開始回復"
"{0} slower start of Energy Shield Recharge while affected by Discipline","受到【紀律】影響時，能量護盾推遲 {0} 開始恢復"
"{0} Str","{0} 力量"
"{0} Strength and Intelligence Requirement","{0} 力量和智慧需求"
"{0} Strength per {1} Strength on Allocated Passives in Radius","範圍內每 {1} 點配置力量為 {0} 力量"
"{0} Strength Requirement","{0} 力量需求"
"{0} Suffix Modifier allowed","允許後綴 {0}"
"{0} Suffix Modifiers allowed","允許後綴 {0}"
"{0} Sweep Knockback Chance","{0} 橫掃擊退率"
"{0} to {1} (base damage from weapon)","{0} 至 {1} (武器基礎傷害)"
"{0} to {1} (total damage)","{0} 至 {1} (總計傷害)"
"{0} to {1} Added Attack Chaos Damage","給攻擊附加 {0} 到 {1} 點混沌傷害"
"{0} to {1} Added Attack Cold Damage","給攻擊附加 {0} - {1} 冰冷傷害"
"{0} to {1} Added Attack Fire Damage","給攻擊附加 {0} - {1} 火焰傷害"
"{0} to {1} Added Attack Lightning Damage","給攻擊附加 {0} - {1} 閃電傷害"
"{0} to {1} Added Attack Lightning Damage per {2} Accuracy Rating","每 {2} 命中值附加 {0} 至 {1} 攻擊閃電傷害"
"{0} to {1} Added Attack Physical Damage","附加 {0} 至 {1} 攻擊物理傷害"
"{0} to {1} Added Attack Physical Damage per {2} Dexterity while you are Unencumbered","當你無所拘束時，每 {2} 點敏捷附加 {0} 至 {1} 攻擊物理傷害"
"{0} to {1} Added Chaos Damage","附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Chaos Damage with Bow Attacks","弓攻擊附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Chaos Damage with Claw Attacks","爪攻擊附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Chaos Damage with Dagger Attacks","匕首攻擊附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Cold Damage","附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage per Frenzy Charge","每顆狂怒球附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage with Axe Attacks","斧攻擊附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage with Bow Attacks","弓攻擊附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage with Claw Attacks","爪攻擊附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage with Dagger Attacks","匕首攻擊附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage with Mace or Sceptre Attacks","錘和權杖攻擊附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage with Staff Attacks","長杖攻擊附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage with Sword Attacks","劍攻擊附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Cold Damage with Wand Attacks","法杖攻擊附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Fire Damage","附加 {0} 至 {1} 火焰傷害"
"{0} to {1} added Fire Damage against Burning Enemies","對燃燒的敵人附加 {0} 至 {1} 火焰傷害"
"{0} to {1} added Fire Damage per {2} of Maximum Life or Maximum Mana, whichever is lower","每 {2} 最大生命或最大魔力附加 {0} 至 {1} 火焰傷害，兩者取低者"
"{0} to {1} Added Fire Damage with Axe Attacks","斧攻擊附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Bow Attacks","弓攻擊附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Claw Attacks","爪攻擊附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Dagger Attacks","匕首攻擊附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Mace or Sceptre Attacks","錘和權杖攻擊附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Staff Attacks","長杖攻擊附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Sword Attacks","劍攻擊附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Wand Attacks","法杖攻擊附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Lightning Damage","附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Axe Attacks","斧攻擊附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Bow Attacks","弓攻擊附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Claw Attacks","爪攻擊附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Dagger Attacks","匕首攻擊附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Mace or Sceptre Attacks","錘和權杖攻擊附加 {0} 至 {1} 閃電攻擊"
"{0} to {1} Added Lightning Damage with Staff Attacks","長杖攻擊附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Sword Attacks","劍攻擊附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Wand Attacks","法杖攻擊附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Physical Damage per {2} Armour or Evasion Rating on Shield","盾牌上每 {2} 點護甲或閃避值附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Attacks while holding a Shield","持盾時攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Axe Attacks","斧攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Bow Attacks","弓攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Claw Attacks","爪攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Dagger Attacks","匕首攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Mace or Sceptre Attacks","錘和權杖攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Staff Attacks","長杖攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Sword Attacks","劍攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Unarmed Attacks","未裝備武器時攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Wand Attacks","法杖攻擊附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Spell Chaos Damage while Dual Wielding","雙持武器時法術附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Spell Chaos Damage while holding a Shield","持盾時法術附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Spell Chaos Damage while wielding a Two Handed Weapon","持雙手武器時法術附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Spell Cold Damage while Dual Wielding","雙持武器時法術附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Spell Cold Damage while holding a Shield","持盾時法術附加 {0} 至 {1} 冰冷傷害"
